Gender,Country,Occupation,self_employed,family_history,treatment,Days_Indoors,Growing_Stress,Changes_Habits,Mental_Health_History,Mood_Swings,Coping_Struggles,Work_Interest,Social_Weakness
Female,Canada,Business,Yes,Yes,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United Kingdom,Business,No,Yes,No,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,Yes,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,Yes,No,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,Yes,No,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,Yes,No,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,Yes,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,Yes,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,No,No,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,Canada,Business,No,Yes,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,Yes,No,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,No,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,No,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,No,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,Yes,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,Yes,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,Yes,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,Canada,Business,Yes,Yes,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,Yes,No,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United Kingdom,Business,No,No,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United Kingdom,Business,No,Yes,No,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,No,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,No,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,Yes,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,Yes,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,Belgium,Business,No,No,No,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,Ireland,Business,No,No,No,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,No,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United Kingdom,Business,No,No,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,Ireland,Business,No,Yes,No,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United Kingdom,Business,No,Yes,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Business,No,Yes,Yes,15-30 days,Yes,Maybe,No,Low,Yes,No,Maybe
Female,United States,Housewife,,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Poland,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Australia,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Canada,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,South Africa,Housewife,Yes,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Canada,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Sweden,Housewife,No,Yes,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Sweden,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,Yes,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Canada,Housewife,Yes,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Australia,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,New Zealand,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Canada,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Australia,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Netherlands,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Australia,Housewife,No,Yes,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,India,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Canada,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,Yes,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,Yes,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Canada,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,Yes,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Canada,Housewife,Yes,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,Yes,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Canada,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Canada,Housewife,Yes,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,Yes,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Belgium,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Ireland,Housewife,No,No,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,No,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,Ireland,Housewife,No,Yes,No,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United Kingdom,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Housewife,No,Yes,Yes,1-14 days,Maybe,Maybe,No,Low,Yes,No,No
Female,United States,Student,,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Poland,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Australia,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Canada,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,South Africa,Student,Yes,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Canada,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Sweden,Student,No,Yes,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Sweden,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,Yes,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Canada,Student,Yes,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Australia,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,New Zealand,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Canada,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Australia,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Netherlands,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Australia,Student,No,Yes,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,India,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Canada,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,Yes,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,Yes,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Canada,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,Yes,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Canada,Student,Yes,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,Yes,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Canada,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Canada,Student,Yes,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,Yes,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Belgium,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Ireland,Student,No,No,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,No,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,Ireland,Student,No,Yes,No,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United Kingdom,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Student,No,Yes,Yes,More than 2 months,No,Maybe,Yes,Medium,No,Maybe,No
Female,United States,Corporate,,No,Yes,1-14 days,No,No,Yes,High,Yes,Yes,Yes
Female,United States,Corporate,,Yes,Yes,1-14 days,No,No,Yes,High,Yes,Yes,Yes
Female,United States,Corporate,,Yes,Yes,1-14 days,No,No,Yes,High,Yes,Yes,Yes
Female,United States,Corporate,No,Yes,Yes,1-14 days,No,No,Yes,High,Yes,Yes,Yes
Female,United States,Corporate,No,Yes,Yes,1-14 days,No,No,Yes,High,Yes,Yes,Yes
Female,Poland,Corporate,No,No,Yes,1-14 days,No,No,Yes,High,Yes,Yes,Yes
Female,Australia,Corporate,No,Yes,Yes,1-14 days,No,No,Yes,High,Yes,Yes,Yes
